ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Zip Codes
265003582,03/12/2023,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,M,28,0,45-64,M,BLACK,998041,231228,40.80133260280658,-73.95018770411934,POINT (-73.95018770411934 40.80133260280658),18,4,36,18,12423
264976776,03/12/2023,490,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,S,123,0,25-44,M,BLACK,923747,136136,40.54013098,-74.2176794,POINT (-74.2176794 40.54013098),15,1,9,77,10696
264995588,03/12/2023,441,"LARCENY,GRAND OF AUTO",110,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,63,0,45-64,M,BLACK,1002189,165609,40.621216720401414,-73.9353802142734,POINT (-73.9353802142734 40.621216720401414),5,2,26,38,13825
264986950,03/12/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,B,47,0,25-44,M,BLACK,1023548,266568,40.89825368,-73.85785086,POINT (-73.85785086 40.89825368),29,5,40,30,11275
264992126,03/12/2023,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,S,120,0,25-44,M,BLACK,961231,166145,40.62267618,-74.08292075,POINT (-74.08292075 40.62267618),4,1,13,74,10691
264978726,03/12/2023,916,LEAVING SCENE-ACCIDENT-PERSONA,348,VEHICLE AND TRAFFIC LAWS,VTL06000AA,M,M,13,0,18-24,M,BLACK,988971,207813,40.737074,-73.982962,POINT (-73.982962 40.737074),71,4,50,7,12073
264985641,03/12/2023,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,Q,103,0,25-44,M,BLACK,1043592,197510,40.708598,-73.785956,POINT (-73.785956 40.708598),41,3,6,61,24340
264985638,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,103,0,65+,M,BLACK,1043592,197510,40.708598,-73.785956,POINT (-73.785956 40.708598),41,3,6,61,24340
265009785,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,113,0,25-44,M,BLACK,1044900,182838,40.668319,-73.781371,POINT (-73.781371 40.668319),41,3,46,71,24669
265009779,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,79,0,25-44,M,BLACK,999385,191006,40.690934,-73.945423,POINT (-73.945423 40.690934),69,2,49,51,17618
265003573,03/12/2023,268,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,K,67,0,18-24,M,BLACK,1003869,176481,40.651055,-73.929295,POINT (-73.929295 40.651055),61,2,17,40,16866
264971716,03/12/2023,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,K,73,1,18-24,M,BLACK,1010719,186857,40.679516449878804,-73.90457012340953,POINT (-73.90457012340953 40.679516449878804),42,2,37,53,13516
264978377,03/12/2023,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 121110A,M,K,60,0,25-44,M,WHITE,989319,149891,40.578091,-73.981751,POINT (-73.981751 40.578091),21,2,45,35,18184
265003571,03/12/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,73,0,25-44,M,BLACK,1008227,183789,40.671104,-73.913562,POINT (-73.913562 40.671104),55,2,17,46,17614
264997620,03/12/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,112,0,25-44,M,WHITE,1024875,202836,40.72332135,-73.85343654,POINT (-73.85343654 40.72332135),40,3,28,70,14786
264998897,03/12/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200512,F,K,63,0,45-64,M,BLACK,1002189,165609,40.62121672,-73.93538021,POINT (-73.93538021 40.62121672),5,2,26,38,13825
264978381,03/12/2023,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651502,M,M,10,0,25-44,M,WHITE,983541,212485,40.7499,-74.002558,POINT (-74.002558 40.7499),12,4,10,6,11722
264976768,03/12/2023,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,105,0,18-24,M,BLACK,1058157,210559,40.74430353,-73.73328029,POINT (-73.73328029 40.74430353),26,3,16,63,14197
265003393,03/12/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,M,28,0,18-24,M,BLACK,996025,231304,40.801545,-73.957466,POINT (-73.957466 40.801545),18,4,36,18,12423
264982321,03/12/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,K,71,0,18-24,M,BLACK,1000996,178613,40.656915,-73.939645,POINT (-73.939645 40.656915),17,2,17,44,16866
264984183,03/12/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,K,60,0,25-44,M,WHITE,990796,149587,40.577258,-73.976436,POINT (-73.976436 40.577258),21,2,15,35,18184
264998895,03/12/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,K,68,0,25-44,M,BLACK,976380,166180,40.62279866,-74.02834994,POINT (-74.02834994 40.62279866),10,2,44,41,17216
264995589,03/12/2023,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,K,63,0,45-64,M,BLACK,1002189,165609,40.62121672,-73.93538021,POINT (-73.93538021 40.62121672),5,2,26,38,13825
264971732,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,101,0,25-44,M,BLACK,1044121,155673,40.593761,-73.784418,POINT (-73.784418 40.593761),51,3,47,59,20530
264992121,03/12/2023,759,"PUBLIC ADMINISTATION,UNCLASS M",359,OFFENSES AGAINST PUBLIC ADMINI,PL 1950500,M,M,5,0,45-64,M,BLACK,983903,200257,40.716337,-74.001251,POINT (-74.001251 40.716337),56,4,32,2,12076
264971704,03/12/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,68,0,25-44,M,WHITE,978015,171958,40.638659,-74.022462,POINT (-74.022462 40.638659),10,2,7,41,18180
264988534,03/12/2023,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,S,120,0,25-44,M,BLACK,961932,167551,40.626537,-74.080399,POINT (-74.080399 40.626537),4,1,13,74,10691
265003568,03/12/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,63,0,25-44,M,BLACK,1004560,162830,40.613585,-73.926846,POINT (-73.926846 40.613585),5,2,8,38,13825
264997607,03/12/2023,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,83,0,65+,M,BLACK,1003721,194142,40.699531,-73.929778,POINT (-73.929778 40.699531),42,2,30,53,17213
264990292,03/12/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,72,0,25-44,M,BLACK,982245,177820,40.654754,-74.007225,POINT (-74.007225 40.654754),9,2,7,45,13515
264988524,03/12/2023,916,LEAVING SCENE-ACCIDENT-PERSONA,348,VEHICLE AND TRAFFIC LAWS,VTL06000AA,M,M,9,0,18-24,M,BLACK,987633,203879,40.726278,-73.987794,POINT (-73.987794 40.726278),70,4,50,5,11724
264997612,03/12/2023,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,M,24,0,25-44,M,WHITE,992332,227423,40.790897,-73.970812,POINT (-73.970812 40.790897),20,4,19,15,12422
264971734,03/12/2023,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,Q,114,0,18-24,M,BLACK,1003285,220368,40.77151507,-73.93127745,POINT (-73.93127745 40.77151507),39,3,4,72,16859
265003396,03/12/2023,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,Q,111,0,<18,M,WHITE,1046778,218448,40.76604453987717,-73.77427189982733,POINT (-73.77427189982733 40.76604453987717),26,3,20,69,14196
264988531,03/12/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,Q,109,0,45-64,M,BLACK,1031753,214766,40.756032,-73.828536,POINT (-73.828536 40.756032),22,3,3,67,14190
264976059,03/12/2023,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,S,120,0,18-24,M,BLACK,958114,173265,40.64221,-74.094175,POINT (-74.094175 40.64221),4,1,13,74,10369
265005896,03/12/2023,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 1450501,F,K,70,0,45-64,M,WHITE,995876,174823,40.64651772,-73.95810499,POINT (-73.95810499 40.64651772),60,2,11,43,13510
264984191,03/12/2023,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553004,F,S,120,0,25-44,M,WHITE,962808,174275,40.644996,-74.077263,POINT (-74.077263 40.644996),4,1,13,74,10369
265000414,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,50,0,25-44,M,BLACK,1010983,261033,40.883111,-73.90332,POINT (-73.90332 40.883111),48,5,40,33,11272
264982327,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,115,3,45-64,M,BLACK,1015602,219673,40.769574,-73.886809,POINT (-73.886809 40.769574),3,3,21,73,14782
265003566,03/12/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200512,F,K,94,0,25-44,M,WHITE,997245,204129,40.726956,-73.953115,POINT (-73.953115 40.726956),36,2,38,57,18182
264990295,03/12/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,75,0,25-44,M,BLACK,1013316,183163,40.66936911,-73.89522298,POINT (-73.89522298 40.66936911),45,2,25,47,17214
265009278,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,113,0,25-44,M,BLACK,1044900,182838,40.668319,-73.781371,POINT (-73.781371 40.668319),41,3,46,71,24669
264971707,03/12/2023,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,K,84,0,25-44,M,BLACK,988902,192641,40.6954388081238,-73.9832253756043,POINT (-73.9832253756043 40.6954388081238),68,2,48,54,16865
264978720,03/12/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,60,0,25-44,M,WHITE,995198,151524,40.582569,-73.960583,POINT (-73.960583 40.582569),21,2,15,35,13826
265010095,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,113,0,25-44,M,BLACK,1044900,182838,40.668319,-73.781371,POINT (-73.781371 40.668319),41,3,46,71,24669
264985634,03/12/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,73,0,25-44,M,BLACK,1010782,185568,40.67598,-73.904348,POINT (-73.904348 40.67598),55,2,37,46,13516
265000426,03/12/2023,707,"IMPERSONATION 2, PUBLIC SERVAN",340,FRAUDS,PL 1902501,M,K,75,0,45-64,M,BLACK,1013415,184137,40.67204219617847,-73.89486189245557,POINT (-73.89486189245557 40.67204219617847),45,2,25,47,17214
264976464,03/12/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,S,123,0,25-44,M,BLACK,923747,136136,40.54013098,-74.2176794,POINT (-74.2176794 40.54013098),15,1,9,77,10696
264995596,03/12/2023,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,M,25,2,25-44,M,BLACK,1000344,230118,40.798284,-73.94187,POINT (-73.94187 40.798284),7,4,35,16,12426
265003576,03/12/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,69,0,25-44,M,BLACK,1010576,175628,40.648698,-73.905128,POINT (-73.905128 40.648698),5,2,25,42,13827
265011760,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,113,0,25-44,M,BLACK,1044900,182838,40.668319,-73.781371,POINT (-73.781371 40.668319),41,3,46,71,24669
264997611,03/12/2023,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,M,26,0,25-44,M,BLACK,996358,235620,40.81338989,-73.95625868,POINT (-73.95625868 40.81338989),37,4,23,17,12424
264992115,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,62,0,25-44,M,WHITE,986541,155521,40.593547,-73.991749,POINT (-73.991749 40.593547),1,2,45,37,17616
264978728,03/12/2023,792,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,PL 2650303,F,Q,113,3,25-44,M,WHITE,1046315,187088,40.6799807384666,-73.7762339071953,POINT (-73.7762339071953 40.6799807384666),41,3,6,71,24669
264995592,03/12/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,61,0,18-24,M,WHITE,995118,155708,40.594054,-73.960866,POINT (-73.960866 40.594054),32,2,15,36,18183
264976044,03/12/2023,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,K,79,0,25-44,M,BLACK,1000301,192923,40.696192,-73.942116,POINT (-73.942116 40.696192),69,2,49,51,17213
264990298,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,6,0,25-44,M,WHITE,983148,206297,40.73291416,-74.00397627,POINT (-74.00397627 40.73291416),57,4,10,3,12077
264971724,03/12/2023,792,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,PL 265031B,F,K,81,2,<18,M,BLACK,1004099,189675,40.687269,-73.928427,POINT (-73.928427 40.687269),69,2,49,52,18181
264976456,03/12/2023,477,THEFT OF SERVICES- CABLE TV SE,678,MISCELLANEOUS PENAL LAW,PL 1651509,V,B,44,0,45-64,M,BLACK,1007649,243338,40.834553,-73.915442,POINT (-73.915442 40.834553),50,5,42,27,10934
264978721,03/12/2023,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,63,0,25-44,M,BLACK,1000520,168264,40.628508,-73.941384,POINT (-73.941384 40.628508),5,2,26,38,17217
264976461,03/12/2023,847,"NY STATE LAWS,UNCLASSIFIED FEL",125,NYS LAWS-UNCLASSIFIED FELONY,VTL05110E1,F,K,61,0,18-24,M,WHITE,998031,151847,40.58345027,-73.95038621,POINT (-73.95038621 40.58345027),32,2,15,36,13826
264993784,03/12/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,K,79,0,25-44,M,BLACK,997304,193290,40.6972035,-73.95292334,POINT (-73.95292334 40.6972035),69,2,49,51,17213
264997605,03/12/2023,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,K,75,0,18-24,M,BLACK,1015237,181507,40.664819,-73.888303,POINT (-73.888303 40.664819),45,2,25,47,17214
264976758,03/12/2023,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,B,52,0,45-64,M,WHITE,1013748,253459,40.862314,-73.893354,POINT (-73.893354 40.862314),24,5,22,34,10936
264984192,03/12/2023,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553004,F,S,120,0,25-44,M,WHITE,962808,174275,40.644996,-74.077263,POINT (-74.077263 40.644996),4,1,13,74,10369
264992124,03/12/2023,490,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,Q,101,0,18-24,M,BLACK,1048253,156129,40.59498313,-73.76953901,POINT (-73.76953901 40.59498313),51,3,47,59,20529
264990294,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,75,2,18-24,M,BLACK,1012412,182986,40.668888,-73.89848,POINT (-73.89848 40.668888),45,2,25,47,17214
264976771,03/12/2023,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,115,11,25-44,M,BLACK,1018623,214936,40.7565675846374,-73.8759315341335,POINT (-73.8759315341335 40.7565675846374),65,3,21,73,14511
264985633,03/12/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,88,0,25-44,M,BLACK,995301,190523,40.689614,-73.960148,POINT (-73.960148 40.689614),68,2,48,51,17212
265001818,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,94,0,25-44,M,BLACK,995871,204393,40.727682,-73.95807,POINT (-73.95807 40.727682),36,2,38,57,18182
264993795,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,25,2,25-44,M,BLACK,1000344,230118,40.798284,-73.94187,POINT (-73.94187 40.798284),7,4,35,16,12426
265001833,03/12/2023,490,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,S,120,0,25-44,M,WHITE,959981,163688,40.61592889,-74.08741476,POINT (-74.08741476 40.61592889),4,1,13,74,10691
264997606,03/12/2023,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,72,1,18-24,M,BLACK,984801,179904,40.66047157,-73.99801402,POINT (-73.99801402 40.66047157),9,2,7,45,13515
264982326,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,32,2,45-64,M,BLACK,1002113,242932,40.833452,-73.935448,POINT (-73.935448 40.833452),18,4,36,20,13097
265000436,03/12/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0375007,M,S,120,0,25-44,M,BLACK,961231,166145,40.62267618541774,-74.08292075702575,POINT (-74.08292075702575 40.62267618541774),4,1,13,74,10691
264976023,03/12/2023,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,44,0,25-44,M,BLACK,1004749,240880,40.82781161940969,-73.92592932593037,POINT (-73.92592932593037 40.82781161940969),50,5,42,27,10929
264971713,03/12/2023,441,"LARCENY,GRAND OF AUTO",110,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,75,0,45-64,M,BLACK,1015938,179992,40.66065643098756,-73.88578611871073,POINT (-73.88578611871073 40.66065643098756),45,2,25,47,17214
264982323,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,84,0,25-44,M,BLACK,987792,190459,40.689444,-73.987228,POINT (-73.987228 40.689444),68,2,38,54,16865
264984187,03/12/2023,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,115,3,18-24,M,BLACK,1018623,214936,40.7565675846374,-73.8759315341335,POINT (-73.8759315341335 40.7565675846374),65,3,21,73,14511
264998898,03/12/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,72,0,25-44,M,WHITE,982245,177820,40.654754,-74.007225,POINT (-74.007225 40.654754),9,2,7,45,13515
264978383,03/12/2023,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,M,14,0,25-44,M,BLACK,987965,215284,40.757581,-73.986589,POINT (-73.986589 40.757581),11,4,10,8,13094
264986953,03/12/2023,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,M,23,2,25-44,M,BLACK,999638,229901,40.797689,-73.944419,POINT (-73.944419 40.797689),7,4,35,14,12426
265000429,03/12/2023,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,K,79,0,25-44,M,BLACK,997758,193359,40.697394,-73.951286,POINT (-73.951286 40.697394),69,2,49,51,17213
264997603,03/12/2023,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,K,75,0,45-64,M,BLACK,1013091,183594,40.670553,-73.896031,POINT (-73.896031 40.670553),45,2,25,47,17214
264997604,03/12/2023,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201602,F,K,60,0,25-44,M,WHITE,994488,149300,40.576464,-73.963143,POINT (-73.963143 40.576464),21,2,15,35,13826
264976766,03/12/2023,175,"SEXUAL ABUSE 3,2",233,SEX CRIMES,PL 1305201,M,K,68,0,25-44,M,BLACK,977947,172030,40.6388651705916,-74.0227120876572,POINT (-74.0227120876572 40.6388651705916),10,2,7,41,18180
264992112,03/12/2023,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553001,F,K,67,0,<18,M,BLACK,1000058,177199,40.65303285,-73.94302933,POINT (-73.94302933 40.65303285),61,2,17,40,16866
264982317,03/12/2023,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,43,0,25-44,M,BLACK,1020467,244370,40.837342,-73.869114,POINT (-73.869114 40.837342),58,5,31,26,11269
265003823,03/12/2023,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,K,75,0,25-44,M,BLACK,1020034,185419,40.67553671422577,-73.87099401233073,POINT (-73.87099401233073 40.67553671422577),45,2,25,47,17215
264978222,03/12/2023,792,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,PL 265031A,F,B,46,0,25-44,M,BLACK,1005691,249694,40.852004,-73.922496,POINT (-73.922496 40.852004),6,5,42,29,10931
265000437,03/12/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,S,120,0,25-44,M,WHITE,962896,171647,40.63778217,-74.07694038,POINT (-74.07694038 40.63778217),4,1,13,74,10369
264986958,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,13,0,45-64,M,BLACK,988600,209977,40.743016,-73.984301,POINT (-73.984301 40.743016),11,4,50,7,12078
264978719,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,0,25-44,M,BLACK,1020467,244370,40.837342,-73.869114,POINT (-73.869114 40.837342),58,5,31,26,11269
264993787,03/12/2023,268,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,K,84,0,<18,M,BLACK,988837,191028,40.691005,-73.983456,POINT (-73.983456 40.691005),68,2,38,54,16865
264993794,03/12/2023,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402501,F,M,10,0,25-44,M,WHITE,985821,211958,40.748454,-73.994329,POINT (-73.994329 40.748454),11,4,10,8,11722
264997618,03/12/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,Q,109,0,25-44,M,WHITE,1031631,216160,40.759861,-73.828967,POINT (-73.828967 40.759861),22,3,3,67,13832
265000428,03/12/2023,505,"CONTROLLED SUBSTANCE, POSSESSI",117,DANGEROUS DRUGS,PL 2200902,F,K,60,0,45-64,M,WHITE,994348,150897,40.580848,-73.963644,POINT (-73.963644 40.580848),21,2,15,35,13826
265003391,03/12/2023,112,MENACING 1ST DEGREE (VICT NOT,126,MISCELLANEOUS PENAL LAW,PL 120141H,F,M,14,0,45-64,M,WHITE,988650,214286,40.75484094,-73.98411854,POINT (-73.98411854 40.75484094),11,4,51,8,13094
264988528,03/12/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,23,0,45-64,M,BLACK,997907,225715,40.786203,-73.950681,POINT (-73.950681 40.786203),7,4,1,14,10099
265003820,03/12/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601501,F,K,75,0,25-44,M,BLACK,1015085,178381,40.656238,-73.888867,POINT (-73.888867 40.656238),45,2,25,47,17214
265003572,03/12/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601501,F,K,75,0,25-44,M,BLACK,1015085,178381,40.656238,-73.888867,POINT (-73.888867 40.656238),45,2,25,47,17214
264976761,03/12/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,73,2,25-44,M,BLACK,1009968,182502,40.667566,-73.907293,POINT (-73.907293 40.667566),55,2,17,46,17614
264995590,03/12/2023,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,K,70,0,25-44,M,WHITE,991626,169071,40.630736,-73.973423,POINT (-73.973423 40.630736),60,2,18,43,13513
264990290,03/12/2023,847,"NY STATE LAWS,UNCLASSIFIED FEL",125,NYS LAWS-UNCLASSIFIED FELONY,VTL05110FE,F,K,75,0,25-44,M,BLACK,1013755,180924,40.6632221,-73.89365027,POINT (-73.89365027 40.6632221),45,2,25,47,17214
264998903,03/12/2023,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,107,0,25-44,M,BLACK,1037538,200090,40.71571704,-73.80777391,POINT (-73.80777391 40.71571704),25,3,24,65,24670
264990296,03/12/2023,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650102,M,K,70,0,45-64,M,BLACK,998899,169688,40.632421,-73.947222,POINT (-73.947222 40.632421),60,2,26,43,17217
264995597,03/12/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200512,F,M,14,0,25-44,M,BLACK,985802,213780,40.753455,-73.994398,POINT (-73.994398 40.753455),12,4,10,8,11722
265003574,03/12/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,73,0,25-44,M,BLACK,1008227,183789,40.671104,-73.913562,POINT (-73.913562 40.671104),55,2,17,46,17614
264995587,03/12/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110A1,M,K,71,0,25-44,M,BLACK,994633,183969,40.67162302571458,-73.96257013951657,POINT (-73.96257013951657 40.67162302571458),17,2,48,44,13509
